Source,Type,Target,Weight
den evige og lev,undirected,nord,2
bethlehems,undirected,nord,2
antiokia,undirected,nord,2
bethlehems mark,undirected,nord,2
"den
synlige verd",undirected,nord,2
den evige og lev,undirected,jerusalem,2
bethlehems mark,undirected,jerusalem,2
"den
synlige verd",undirected,jerusalem,2
efesus,undirected,jordan,2
bethlehem,undirected,efesus,2
bethlehems stald,undirected,efesus,2
den evige og lev,undirected,efesus,2
bethlehems,undirected,efesus,2
antiokia,undirected,efesus,2
bethlehems mark,undirected,efesus,2
efesus,undirected,østerland,2
"den
synlige verd",undirected,efesus,2
bethlehems stald,undirected,jordan,2
den evige og lev,undirected,jordan,2
bethlehems,undirected,jordan,2
antiokia,undirected,jordan,2
bethlehems mark,undirected,jordan,2
"den
synlige verd",undirected,jordan,2
bethlehem,undirected,den evige og lev,2
antiokia,undirected,bethlehem,2
bethlehem,undirected,"den
synlige verd",2
bethlehems stald,undirected,den evige og lev,2
antiokia,undirected,bethlehems stald,2
bethlehems stald,undirected,østerland,2
bethlehems stald,undirected,"den
synlige verd",2
bethlehems,undirected,den evige og lev,2
antiokia,undirected,den evige og lev,2
bethlehems mark,undirected,den evige og lev,2
den evige og lev,undirected,østerland,2
"den
synlige verd",undirected,den evige og lev,2
antiokia,undirected,bethlehems,2
bethlehems,undirected,bethlehems mark,2
bethlehems,undirected,østerland,2
bethlehems,undirected,"den
synlige verd",2
antiokia,undirected,bethlehems mark,2
antiokia,undirected,østerland,2
antiokia,undirected,"den
synlige verd",2
bethlehems mark,undirected,østerland,2
bethlehems mark,undirected,"den
synlige verd",2
"den
synlige verd",undirected,østerland,2
betesda dam,undirected,bethesda dam,2
betasda dam,undirected,betesda dam,1
bethania,undirected,det evige liv,1
amerika,undirected,bethania,1
jerusalem,undirected,kirkegang,1
jord,undirected,kirkegang,1
herrens tempel,undirected,kirkegang,1
herrens bjerg,undirected,herrens tempel,1
herrens bjerg,undirected,kirkegang,1
istedgad,undirected,jord,2
istedgad,undirected,københavn,2
istedgad,undirected,paradisets hav,1
istedgad,undirected,paradis,6
det evige himmelske konger,undirected,jerusalem,1
det evige himmelske konger,undirected,jord,1
det evige himmelske konger,undirected,romer,1
det evige himmelske konger,undirected,israel,1
det evige himmelske konger,undirected,nazar,1
myretueudsigtpunk,undirected,rom,1
myretu,undirected,rom,1
kejserens tron,undirected,rom,1
rom,undirected,skanderborg,1
middelhav,undirected,myretueudsigtpunk,1
bethlehem,undirected,myretueudsigtpunk,1
myretu,undirected,myretueudsigtpunk,1
kejserens tron,undirected,myretueudsigtpunk,1
myretueudsigtpunk,undirected,skanderborg,1
kejs,undirected,myretueudsigtpunk,1
middelhav,undirected,myretu,1
kejserens tron,undirected,middelhav,1
middelhav,undirected,skanderborg,1
kejs,undirected,middelhav,1
bethlehem,undirected,myretu,1
bethlehem,undirected,kejserens tron,1
bethlehem,undirected,skanderborg,1
bethlehem,undirected,kejs,1
kejserens tron,undirected,myretu,1
myretu,undirected,skanderborg,1
kejs,undirected,myretu,1
kejserens tron,undirected,skanderborg,1
kejs,undirected,kejserens tron,1
kejs,undirected,skanderborg,1
bæk,undirected,kathold,1
golgata,undirected,kathold,1
kathold,undirected,lønneberg,1
kathold,undirected,kors,1
hønsehus,undirected,kathold,1
bæk,undirected,golgata,1
bæk,undirected,lønneberg,1
bæk,undirected,kors,1
bæk,undirected,hønsehus,1
golgata,undirected,lønneberg,1
golgata,undirected,hønsehus,1
hønsehus,undirected,lønneberg,1
hønsehus,undirected,kors,1
småland,undirected,sver,1
israel,undirected,narnia,1
bibl,undirected,tus,1
bibl,undirected,tuse kirk,1
tus,undirected,tuse kirk,1
den hellige almindelige kirk,undirected,israel,1
det gamle testament,undirected,hval,1
fillipi,undirected,galilæs,1
fillipi,undirected,oblat,1
fillipi,undirected,jerusalem,1
filippi,undirected,fillipi,1
fillipi,undirected,linkj,1
fillipi,undirected,jerusalem palmesøndag,1
fillipi,undirected,lazarus,1
fillipi,undirected,igenenm,1
galilæs,undirected,oblat,1
galilæs,undirected,jerusalem,1
filippi,undirected,galilæs,1
galilæs,undirected,linkj,1
galilæs,undirected,jerusalem palmesøndag,1
galilæs,undirected,lazarus,1
galilæs,undirected,igenenm,1
filippi,undirected,oblat,2
linkj,undirected,oblat,1
jerusalem palmesøndag,undirected,oblat,2
lazarus,undirected,oblat,2
igenenm,undirected,oblat,1
jerusalem,undirected,linkj,1
igenenm,undirected,jerusalem,1
filippi,undirected,linkj,1
filippi,undirected,jerusalem palmesøndag,2
filippi,undirected,lazarus,2
filippi,undirected,igenenm,1
jerusalem palmesøndag,undirected,linkj,1
lazarus,undirected,linkj,1
igenenm,undirected,linkj,1
igenenm,undirected,jerusalem palmesøndag,1
igenenm,undirected,lazarus,1
getsemane hav,undirected,søstrup,1
sasserupvej,undirected,søstrup,1
getsemane hav,undirected,sasserupvej,1
bibl,undirected,sver,1
bibl,undirected,øresund,1
himmer,undirected,kongens slot,1
himmer,undirected,holbæk,1
audi,undirected,galilæa,1
galilæa,undirected,oblat,1
oblat,undirected,palmesøndag,1
filippi,undirected,galilæa,1
galilæa,undirected,lazarus,1
betlehem,undirected,herrens mark,3
herrens mark,undirected,himmer,1
den gamle verd,undirected,rig,1
den gamle verd,undirected,europa,1
nazar,undirected,sandjord,1
den kristne kirk,undirected,sandjord,1
boston,undirected,jerusalem,1
boston,undirected,sinajbjerg,1
galilæa,undirected,sinajbjerg,1
boston,undirected,galilæa,2
dishamoni,undirected,egypt,1
hørbylunde bak,undirected,skærbæk,1
hørbylunde bak,undirected,vesterhav,1
ballum kirkegård,undirected,hørbylunde bak,1
hørbylunde bak,undirected,sønderjylland,1
ballum kirk,undirected,hørbylunde bak,1
ballum kirkegård,undirected,skærbæk,1
silkeborg,undirected,skærbæk,1
ballum kirkegård,undirected,vesterhav,1
silkeborg,undirected,vesterhav,1
ballum kirkegård,undirected,sønderjylland,1
ballum kirkegård,undirected,silkeborg,1
ballum kirk,undirected,ballum kirkegård,1
silkeborg,undirected,sønderjylland,1
ballum kirk,undirected,silkeborg,1
det allerhel,undirected,israel,2
middelhav,undirected,middelhavskyst,1
herberg,undirected,itali,1
itali,undirected,middelhavskyst,1
afrika,undirected,herberg,1
herberg,undirected,middelhavskyst,1
afrika,undirected,middelhavskyst,1
europa,undirected,middelhavskyst,1
det runde vær,undirected,toldbod,1
det runde vær,undirected,øresund,1
det runde vær,undirected,israel,1
det runde vær,undirected,sver,1
toldbod,undirected,øresund,1
sver,undirected,toldbod,1
assissi,undirected,egypt,1
assissi,undirected,itali,1
assissi,undirected,det gamle testament,1
allested,undirected,jerusalem,1
allested,undirected,den kristne men,1
brasili,undirected,pins,1
katholt,undirected,tiberias sø,1
det gamle testament,undirected,katholt,1
galilæa,undirected,tiberias sø,1
jerusalem,undirected,jordens dyb,1
jord,undirected,jordens dyb,1
jordens dyb,undirected,pins,1
mellemøst,undirected,paradisets hav,1
edens hav,undirected,mellemøst,1
edens hav,undirected,getsemane hav,1
kirkeår,undirected,studiebibliotek,1
jord,undirected,studiebibliotek,1
odense kommun,undirected,pins,1
pins,undirected,skt,1
odense kommun,undirected,trinitatis,1
jord,undirected,odense kommun,1
odense kommun,undirected,skt,1
odense kommun,undirected,paradis,1
skt,undirected,trinitatis,1
paradis,undirected,skt,3
jernløs,undirected,sdr,1
betlehem,undirected,den himmelske opslagstavl,1
den himmelske opslagstavl,undirected,jord,1
den himmelske opslagstavl,undirected,østerland,1
bethlehem julenat,undirected,betlehemsbarn,1
bethlehem julenat,undirected,vildene hav,1
betlehemsbarn,undirected,vildene hav,1
bethlehem,undirected,betlehemsbarn,1
bethlehem,undirected,vildene hav,1
egypt,undirected,palm,1
egypt,undirected,saba,1
betlehem,undirected,palm,1
israel,undirected,palm,1
palm,undirected,saba,1
oliebjerg,undirected,pins,1
nikolai kirk,undirected,skt,1
dalbyned,undirected,djursland,1
dalbyned,undirected,lund,1
dalby neder kirk,undirected,dalbyned,1
djursland,undirected,lund,1
dalby neder kirk,undirected,djursland,1
dalby neder kirk,undirected,lund,1
esaja,undirected,tyskland,1
ørken,undirected,østerland,1
oldkirk,undirected,ægypt,1
almis,undirected,københavn,1
almis,undirected,det evige paradis,1
almis,undirected,det gamle testament,1
det evige paradis,undirected,københavn,1
det evige paradis,undirected,det gamle testament,1
nazareth,undirected,sodoma,1
gomorra,undirected,nazareth,1
sodoma,undirected,synagog,1
gomorra,undirected,synagog,1
gomorra,undirected,kapernaum,2
jordan,undirected,øst,1
japan,undirected,jordan,1
japan,undirected,øst,2
jord,undirected,pøbel,1
denne verd,undirected,emmaus,1
emmaus,undirected,nordjylland,1
emmaus,undirected,himmerland,1
emmaus,undirected,svenstrup,1
emmaus,undirected,nib,1
emmaus,undirected,limfjordstunnel,1
himmerland,undirected,nordjylland,1
københavn,undirected,nordjylland,1
nordjylland,undirected,svenstrup,1
nib,undirected,nordjylland,1
limfjordstunnel,undirected,nordjylland,1
himmerland,undirected,københavn,1
himmerland,undirected,svenstrup,1
himmerland,undirected,nib,1
himmerland,undirected,limfjordstunnel,1
københavn,undirected,svenstrup,1
københavn,undirected,nib,1
københavn,undirected,limfjordstunnel,1
nib,undirected,svenstrup,1
limfjordstunnel,undirected,svenstrup,1
limfjordstunnel,undirected,nib,1
brullup,undirected,slot,1
confessio augustana artikel 2,undirected,latin,1
judæas bjergland,undirected,nazareth,1
babylon,undirected,judæas bjergland,1
galilæa,undirected,judæas bjergland,1
bethlehem,undirected,judæas bjergland,1
det nye testament,undirected,judæas bjergland,1
den mørkeskov,undirected,golgatha,1
golgatha,undirected,sønder broby,1
golgatha,undirected,herrens navn,1
golgatha,undirected,klosterhav,1
den danske kirk,undirected,golgatha,1
betlehem,undirected,den mørkeskov,1
betlehem,undirected,sønder broby,1
bethlehems stald,undirected,betlehem,2
betlehem,undirected,klosterhav,1
betlehem,undirected,den danske kirk,1
den mørkeskov,undirected,jerusalem,1
jerusalem,undirected,klosterhav,1
den mørkeskov,undirected,sønder broby,1
den mørkeskov,undirected,herrens navn,1
bethlehems stald,undirected,den mørkeskov,1
den mørkeskov,undirected,klosterhav,1
den danske kirk,undirected,den mørkeskov,1
herrens navn,undirected,sønder broby,1
klosterhav,undirected,sønder broby,1
den danske kirk,undirected,sønder broby,1
bethlehems stald,undirected,herrens navn,1
herrens navn,undirected,klosterhav,1
den danske kirk,undirected,herrens navn,1
bethlehems stald,undirected,klosterhav,1
bethlehems stald,undirected,den danske kirk,1
den danske kirk,undirected,klosterhav,1
den fysiske og ånd,undirected,jerusalem,1
jerusalem,undirected,judæas land,1
den fysiske og ånd,undirected,judæas land,1
den fysiske og ånd,undirected,jordanflod,1
jordanflod,undirected,judæas land,1
genezereth,undirected,nazareth,1
genezereth,undirected,kapernaum,1
himmer,undirected,kristus jesus,1
romer,undirected,zakæus,1
jerusalem,undirected,ælia capitolina,1
jerusalem,undirected,voldens by,1
nazareth,undirected,ælia capitolina,1
voldens by,undirected,ælia capitolina,1
nazareth,undirected,voldens by,1
broby,undirected,sønder broby,1
engen bæk,undirected,sønder broby,1
sdr,undirected,sønder broby,1
broby,undirected,engen bæk,1
broby,undirected,sdr,3
broby,undirected,paradis,1
engen bæk,undirected,sdr,1
paradis,undirected,sdr,1
rom,undirected,trinitatis,2
den romerske imperium,undirected,rom,1
det hellige rum,undirected,rom,1
middelhavsområd,undirected,templ,1
middelhavsområd,undirected,trinitatis,1
berlin,undirected,middelhavsområd,1
den romerske imperium,undirected,middelhavsområd,1
det hellige rum,undirected,middelhavsområd,1
berlin,undirected,templ,1
den romerske imperium,undirected,templ,1
berlin,undirected,trinitatis,1
den romerske imperium,undirected,trinitatis,1
det hellige rum,undirected,trinitatis,1
berlin,undirected,den romerske imperium,1
berlin,undirected,det hellige rum,1
den romerske imperium,undirected,det hellige rum,1
de lev,undirected,nain,1
de dødes r,undirected,nain,1
assisi,undirected,det danske samfund,1
fillip,undirected,israel,1
genesaret sø,undirected,sodoma,1
genesaret sø,undirected,gomorra,1
genesaret sø,undirected,naums by,1
kapernaum,undirected,naums by,1
naums by,undirected,sodoma,1
gomorra,undirected,naums by,1
himmer,undirected,kolosso,1
det guds r,undirected,kolosso,1
kolosso,undirected,slot,1
det guds r,undirected,himmer,1
himmer,undirected,slot,2
det guds r,undirected,slot,1
ottestrup kirk,undirected,ragnarok,1
ottestrup kirk,undirected,sønder broby,1
ottestrup kirk,undirected,storebæltsbro,1
myra,undirected,ottestrup kirk,1
oslo,undirected,ottestrup kirk,1
brobyværk,undirected,ottestrup kirk,1
ragnarok,undirected,sønder broby,1
ragnarok,undirected,storebæltsbro,1
myra,undirected,ragnarok,1
oslo,undirected,ragnarok,1
brobyværk,undirected,ragnarok,1
storebæltsbro,undirected,sønder broby,1
myra,undirected,sønder broby,1
oslo,undirected,sønder broby,1
myra,undirected,storebæltsbro,1
oslo,undirected,storebæltsbro,1
brobyværk,undirected,storebæltsbro,1
myra,undirected,oslo,1
brobyværk,undirected,myra,1
brobyværk,undirected,oslo,1
kirkeår,undirected,løk,1
rom,undirected,thessalonikki,2
jord,undirected,thessalonikki,1
jordanflod,undirected,matthæusevangeli,1
jordanflod,undirected,matthæus,1
matthæus,undirected,matthæusevangeli,1
køln,undirected,synagog,2
køln,undirected,palæstina,2
eufrat,undirected,køln,2
babylon,undirected,køln,2
køln,undirected,ægypt,3
jupit,undirected,køln,2
køln,undirected,tunika,2
køln,undirected,messia,2
køln,undirected,østerland,2
køln,undirected,persi,3
eufrat,undirected,synagog,2
itali,undirected,synagog,2
babylon,undirected,synagog,2
synagog,undirected,øst,2
jupit,undirected,synagog,2
synagog,undirected,tunika,2
messia,undirected,synagog,2
synagog,undirected,østerland,2
eufrat,undirected,palæstina,2
jupit,undirected,palæstina,2
palæstina,undirected,tunika,2
milano,undirected,palæstina,2
messia,undirected,palæstina,2
betlehem,undirected,eufrat,2
eufrat,undirected,itali,2
eufrat,undirected,øst,2
eufrat,undirected,jord,2
eufrat,undirected,jupit,2
eufrat,undirected,milano,2
eufrat,undirected,messia,2
eufrat,undirected,tyskland,2
eufrat,undirected,østerland,2
eufrat,undirected,persi,2
betlehem,undirected,tunika,2
betlehem,undirected,messia,2
babylon,undirected,itali,2
itali,undirected,jupit,2
itali,undirected,tunika,2
itali,undirected,messia,2
itali,undirected,østerland,3
itali,undirected,persi,3
babylon,undirected,milano,2
babylon,undirected,messia,2
babylon,undirected,tyskland,2
jupit,undirected,øst,2
tunika,undirected,øst,2
messia,undirected,øst,2
jord,undirected,tunika,2
jord,undirected,messia,2
jupit,undirected,ægypt,2
milano,undirected,ægypt,3
messia,undirected,ægypt,2
persi,undirected,ægypt,3
jupit,undirected,tunika,2
jupit,undirected,milano,2
jupit,undirected,messia,2
jupit,undirected,tyskland,2
milano,undirected,tunika,2
messia,undirected,tunika,2
tunika,undirected,tyskland,2
tunika,undirected,østerland,2
persi,undirected,tunika,2
messia,undirected,milano,2
milano,undirected,tyskland,2
milano,undirected,persi,3
messia,undirected,tyskland,2
messia,undirected,østerland,2
messia,undirected,persi,2
persi,undirected,tyskland,2
baalio,undirected,baalios 9 det store opgør,1
danmark,undirected,rama,1
hjemland,undirected,rama,1
rama,undirected,østerland,1
hjemland,undirected,ægypt,1
jylland,undirected,tyrus,2
jylland,undirected,sidon,2
jylland,undirected,libanon,1
danmark,undirected,det himmelske nu,2
det himmelske nu,undirected,jord,2
jerusalem,undirected,jesu korsvej,1
golgata,undirected,jesu korsvej,1
den hellige by,undirected,jesu korsvej,1
sicili,undirected,sver,1
bellahøj kirk,undirected,jord,1
galilæas sø,undirected,jord,1
bellahøj kirk,undirected,kapernaum,1
bellahøj kirk,undirected,tiberias sø,1
bellahøj kirk,undirected,galilæas sø,1
bellahøj kirk,undirected,kanaan,1
kapernaum,undirected,tiberias sø,1
kanaan,undirected,kapernaum,1
kanaan,undirected,tiberias sø,1
galilæas sø,undirected,kanaan,1
den hellige stad,undirected,israel,1
den hellige by,undirected,den hellige stad,1
jerusalem palmesøndag,undirected,matthæusevangeli,1
kana,undirected,matthæusevangeli,2
arimatæa,undirected,matthæusevangeli,1
arimatæa,undirected,golgata,1
jerusalem palmesøndag,undirected,kors,1
jerusalem palmesøndag,undirected,kana,1
arimatæa,undirected,jerusalem palmesøndag,1
arimatæa,undirected,kana,1
det røde hav,undirected,palæstina,1
nil,undirected,palæstina,1
det gamle,undirected,palæstina,1
kana,undirected,nil,1
det røde hav,undirected,nil,1
det gamle,undirected,det røde hav,1
bethlehem,undirected,nil,2
kapernaum,undirected,nil,1
det gamle,undirected,nil,1
nazar,undirected,nil,1
nil,undirected,sinaj bjerg,1
bethlehem,undirected,kapernaum,2
bethlehem,undirected,sinaj bjerg,1
det gamle,undirected,kapernaum,1
kapernaum,undirected,ægypt,1
kapernaum,undirected,sinaj bjerg,1
det gamle,undirected,sinaj bjerg,1
den første kristne kirk,undirected,oldkirk,1
didaskalo,undirected,trinitatis,1
arimatæa,undirected,trinitatis,1
didaskalo,undirected,pins,1
arimatæa,undirected,pins,1
arimatæa,undirected,didaskalo,1
assisi,undirected,kapernaum kirk,1
det gamle testament,undirected,sykar,1
det nye testament,undirected,sykar,1
shadowland,undirected,skyggeland,1
det gammel testament,undirected,shadowland,1
det gammel testament,undirected,skyggeland,1
jord,undirected,nikænum,1
den nikænokonstantinopolitanske trosbekend,undirected,jord,1
det gamle testament,undirected,nikænum,1
den nikænokonstantinopolitanske trosbekend,undirected,det gamle testament,1
den nikænokonstantinopolitanske trosbekend,undirected,nikænum,1
genezareth sø,undirected,tiberia,2
bellahøj kirk,undirected,jeriko,1
bellahøj kirk,undirected,jerusalem,1
bellahøj kirk,undirected,det røde hav,1
bellahøj kirk,undirected,det gamle testament,2
bellahøj kirk,undirected,det evige liv,1
bellahøj kirk,undirected,ægypt,2
bellahøj kirk,undirected,nazar,1
det evige liv,undirected,ægypt,2
det evige liv,undirected,nazar,2
jerusalem,undirected,paris hilton,1
paris,undirected,paris hilton,1
gudsr,undirected,paris hilton,1
det hellige præsteskab,undirected,rom,1
den katolske kirk,undirected,det hellige præsteskab,1
det hellige præsteskab,undirected,jerusalem,1
middelhavsområd,undirected,roskild,1
middelhav,undirected,roskild,1
det ny kirkeår,undirected,jordanflod,1
betesda dam,undirected,den tredje verd,1
bethesda dam,undirected,den tredje verd,1
mordor,undirected,tolki,1
mordor,undirected,odense domkirk,1
israel,undirected,mordor,1
asi,undirected,mordor,1
mordor,undirected,sunni,1
mordor,undirected,paradis,1
irak,undirected,mordor,1
odense domkirk,undirected,tolki,1
asi,undirected,tolki,1
sunni,undirected,tolki,1
paradis,undirected,tolki,1
irak,undirected,tolki,1
asi,undirected,odense domkirk,1
odense domkirk,undirected,sunni,1
irak,undirected,odense domkirk,1
israel,undirected,sunni,1
asi,undirected,sunni,1
paradis,undirected,sunni,1
irak,undirected,sunni,1
det danske samfund,undirected,nazareth,1
det danske samfund,undirected,jerusalem,1
det danske samfund,undirected,kapernaum,1
det danske samfund,undirected,kina,1
det himmelske nu,undirected,københavn,1
det himmelske nu,undirected,københavns domkirk,1
den ærlige forbryd,undirected,det allerhel,1
den ærlige forbryd,undirected,kyr,1
den ærlige forbryd,undirected,jerusalem,1
den ærlige forbryd,undirected,kors,1
den ærlige forbryd,undirected,paradis,1
det allerhel,undirected,kyr,1
kors,undirected,kyr,1
bæk,undirected,trinitatis,1
bethlehem,undirected,bæk,1
bæk,undirected,lund,1
lund,undirected,trinitatis,1
bethlehem,undirected,lund,1
det hellige land,undirected,rom,2
bellahøj kirk,undirected,rom,1
ami,undirected,rom,1
det hellige land,undirected,nord,1
bellahøj kirk,undirected,nord,1
bibl,undirected,nord,1
ami,undirected,nord,1
bellahøj kirk,undirected,det hellige land,1
bibl,undirected,det hellige land,1
det hellige land,undirected,ægypt,2
ami,undirected,det hellige land,1
bellahøj kirk,undirected,danmark,1
bellahøj kirk,undirected,bibl,1
ami,undirected,bellahøj kirk,1
ami,undirected,det gamle testament,1
ami,undirected,danmark,1
ami,undirected,bibl,1
ami,undirected,ægypt,1
det guds r,undirected,jord,3
det gamle testament,undirected,det guds r,1
det guds r,undirected,ægypt,1
det r,undirected,rom,1
det r,undirected,japan,1
det r,undirected,øst,1
galilæa,undirected,utterslev kirk,2
kors,undirected,utterslev kirk,2
silou,undirected,utterslev kirk,2
arimatæa,undirected,utterslev kirk,2
galilæa,undirected,silou,2
kors,undirected,silou,2
arimatæa,undirected,silou,2
dødningehjem,undirected,jerusalem,1
betania,undirected,de levendes land,1
dødningehjem,undirected,lazarus,1
betania,undirected,dødningehjem,1
eskatologi,undirected,jerusalem,1
eskatologi,undirected,paradis,1
eskatologi,undirected,jord,1
det nye kirkeår,undirected,københavns domkirk,1
kirkeår,undirected,vor frue kirk,1
det nye kirkeår,undirected,vor frue kirk,1
danmark,undirected,den økumeniske bevæg,1
danmark,undirected,munch,1
den økumeniske bevæg,undirected,munch,1
rom,undirected,vesterbro,1
himmer,undirected,vesterbro,1
betsajda,undirected,genezaret sø,1
genezaret sø,undirected,sodoma,2
genezaret sø,undirected,genezareth sø,1
genezaret sø,undirected,korazin,1
betsajda,undirected,genezareth sø,1
genezareth sø,undirected,sodoma,1
genezareth sø,undirected,korazin,1
beelzebul,undirected,pinsedag,1
det røde hav,undirected,korinth,1
det røde hav,undirected,penuel,1
afrika,undirected,det røde hav,1
det gamle testament,undirected,penuel,1
korinth,undirected,penuel,1
afrika,undirected,penuel,1
det det døde hav,undirected,makærusborg øst,1
assisi,undirected,jød,1
jerusalem,undirected,korinth kapitel 15,1
korinth kapitel 15,undirected,trinitatis,1
golgata,undirected,trinitatis,2
horeb,undirected,trinitatis,1
galilæa,undirected,korinth kapitel 15,1
golgata,undirected,korinth kapitel 15,1
horeb,undirected,korinth kapitel 15,1
galilæa,undirected,horeb,1
golgata,undirected,horeb,1
det 21 århundred,undirected,paradis,3
det 21 århundred,undirected,sjælland,1
genesereth sø,undirected,vartov hospital,1
genesereth sø,undirected,trinitatis,1
trinitatis,undirected,vartov hospital,1
gethseman,undirected,golgatha,1
aggerbo,undirected,vvig kirk,1
det 21 århundred,undirected,vvig kirk,1
hassing kirk,undirected,vvig kirk,1
kirkeår,undirected,vvig kirk,1
thisted,undirected,vvig kirk,1
aggerbo,undirected,det 21 århundred,1
aggerbo,undirected,hassing kirk,1
aggerbo,undirected,kirkeår,1
aggerbo,undirected,thisted,1
det 21 århundred,undirected,hassing kirk,1
det 21 århundred,undirected,kirkeår,1
det 21 århundred,undirected,thisted,1
hassing kirk,undirected,kirkeår,1
hassing kirk,undirected,thisted,1
kirkeår,undirected,thisted,1
det romerske r,undirected,johannesevangeli,1
det romerske r,undirected,tinghuskro,1
det romerske r,undirected,galilæa,1
det romerske r,undirected,kana åbenbar,1
det romerske r,undirected,judæa,1
det romerske r,undirected,pinseundr,1
det romerske r,undirected,kana,1
den danske folkekirk,undirected,det romerske r,1
johannesevangeli,undirected,tinghuskro,1
johannesevangeli,undirected,kana åbenbar,1
johannesevangeli,undirected,pinseundr,1
den danske folkekirk,undirected,johannesevangeli,1
galilæa,undirected,tinghuskro,1
kana åbenbar,undirected,tinghuskro,1
judæa,undirected,tinghuskro,1
pinseundr,undirected,tinghuskro,1
kana,undirected,tinghuskro,1
den danske folkekirk,undirected,tinghuskro,1
galilæa,undirected,kana åbenbar,1
galilæa,undirected,pinseundr,1
den danske folkekirk,undirected,galilæa,1
judæa,undirected,kana åbenbar,1
kana åbenbar,undirected,pinseundr,1
kana,undirected,kana åbenbar,1
den danske folkekirk,undirected,kana åbenbar,1
judæa,undirected,pinseundr,1
den danske folkekirk,undirected,judæa,1
kana,undirected,pinseundr,1
den danske folkekirk,undirected,pinseundr,1
den danske folkekirk,undirected,kana,1
herrens navn,undirected,indi,1
herrens navn,undirected,ægypt,1
herrens navn,undirected,irak,1
egypt,undirected,slagsmark,1
rom,undirected,slagsmark,1
det gamle testament,undirected,slagsmark,1
den 7 himmel,undirected,det samme hospital,1
agger kirk,undirected,israel,1
davids harem,undirected,israel,1
agger kirk,undirected,davids harem,1
danmark,undirected,jabboks vadested,1
getsemane hav,undirected,jabboks vadested,1
det forjættede land,undirected,getsemane hav,1
israel,undirected,jabboks vadested,1
det forjættede land,undirected,jabboks vadested,1
ryvang,undirected,sct petri som,1
holland,undirected,sct petri som,1
nordvesttyskland,undirected,sct petri som,1
danmark,undirected,sct petri som,1
london,undirected,sct petri som,1
sct petri som,undirected,sønder broby kirk,1
getsemane hav,undirected,sct petri som,1
holland,undirected,ryvang,1
nordvesttyskland,undirected,ryvang,1
london,undirected,ryvang,1
ryvang,undirected,sønder broby kirk,1
getsemane hav,undirected,ryvang,1
holland,undirected,sønder broby kirk,1
getsemane hav,undirected,holland,1
nordvesttyskland,undirected,sønder broby kirk,1
getsemane hav,undirected,nordvesttyskland,1
london,undirected,sønder broby kirk,1
getsemane hav,undirected,london,1
getsemane hav,undirected,sønder broby kirk,1
jeriko,undirected,levit,1
nain,undirected,svankjær,1
agg,undirected,svankjær,2
det levendes land,undirected,svankjær,1
jord,undirected,svankjær,1
nains byport,undirected,svankjær,1
agg,undirected,nain,1
det levendes land,undirected,nain,1
nain,undirected,nains byport,1
agg,undirected,det levendes land,1
agg,undirected,jord,1
agg,undirected,nains byport,1
det levendes land,undirected,jord,1
det levendes land,undirected,nains byport,1
bethlehem,undirected,johannesevangeli,1
det nye kirkeår,undirected,johannesevangeli,1
herrens bjerg,undirected,johannesevangeli,2
babylon,undirected,det nye kirkeår,1
bethlehem,undirected,det nye kirkeår,3
bethlehem,undirected,herrens bjerg,1
det nye kirkeår,undirected,ægypt,1
herrens bjerg,undirected,ægypt,1
det nye kirkeår,undirected,herrens bjerg,1
herrens bjerg,undirected,nazar,1
jord,undirected,vesterv,1
bethlehem,undirected,vesterv,1
betlehem,undirected,santa lucia,2
danmark,undirected,santa lucia,2
santa lucia,undirected,tornekron,2
nazar,undirected,santa lucia,2
betlehem,undirected,tornekron,2
danmark,undirected,tornekron,2
nazar,undirected,tornekron,2
det gamle og i d,undirected,jerusalem,1
det gamle og i d,undirected,emmaus,1
det gamle og i d,undirected,nazar,1
trinitatis,undirected,vejlby,1
vejlby,undirected,ålsøe mark,1
vejlby,undirected,ålsøe kirkedør,1
ravnehøj,undirected,vejlby,1
tyskland,undirected,vejlby,1
paradis,undirected,vejlby,1
trinitatis,undirected,ålsøe mark,1
trinitatis,undirected,ålsøe kirkedør,1
ravnehøj,undirected,trinitatis,1
ålsøe kirkedør,undirected,ålsøe mark,1
ravnehøj,undirected,ålsøe mark,1
tyskland,undirected,ålsøe mark,1
paradis,undirected,ålsøe mark,1
ravnehøj,undirected,ålsøe kirkedør,1
tyskland,undirected,ålsøe kirkedør,1
paradis,undirected,ålsøe kirkedør,1
ravnehøj,undirected,tyskland,1
paradis,undirected,ravnehøj,1
bibel,undirected,jordan flod,1
bibel,undirected,det gamle og det nye testament,1
det gamle og det nye testament,undirected,jordan flod,1
jordan flod,undirected,nazar,2
det gamle og det nye testament,undirected,nazar,1
egypt,undirected,hurup,1
betlehem,undirected,hurup,1
bethlehem,undirected,hurup,1
hurup,undirected,israel,1
hurup,undirected,paradis,1
jord,undirected,lille denmark,1
agg,undirected,rom,1
betlehem by,undirected,rom,1
herrens mark,undirected,rom,1
krik,undirected,rom,1
rom,undirected,vesterv,1
rom,undirected,tåbel,1
agg,undirected,frankr,1
agg,undirected,betlehem by,1
agg,undirected,betlehem,1
agg,undirected,herrens mark,1
agg,undirected,krik,1
agg,undirected,tåbel,1
betlehem by,undirected,frankr,1
frankr,undirected,herrens mark,1
frankr,undirected,krik,1
frankr,undirected,vesterv,1
frankr,undirected,tåbel,1
betlehem,undirected,betlehem by,1
